place_id,정본후보(kakao_name),조각수,spot_name,bloggers,road_address,검수(비움: 잘못묶임=X)
1099838287,위이,6,카페 위이 (wiee),58,제주특별자치도 서귀포시 안덕면 신화역사로682번길 12,
1099838287,위이,6,카페Wiee (카페위이),14,제주특별자치도 서귀포시 안덕면 신화역사로682번길 12,
1099838287,위이,6,wiee 카페,11,제주특별자치도 서귀포시 안덕면 신화역사로682번길 12,
1099838287,위이,6,Cafe Wiee,4,제주특별자치도 서귀포시 안덕면 신화역사로682번길 12,
1660674336,런던베이글뮤지엄 제주점,6,런던베이글 뮤지엄,92,제주특별자치도 제주시 구좌읍 동복로 85,
1660674336,런던베이글뮤지엄 제주점,6,런던베이글뮤지엄,92,제주특별자치도 제주시 구좌읍 동복로 85,
1660674336,런던베이글뮤지엄 제주점,6,런던 베이글,88,제주특별자치도 제주시 구좌읍 동복로 85,
1660674336,런던베이글뮤지엄 제주점,6,런던베이글,88,제주특별자치도 제주시 구좌읍 동복로 85,
1660674336,런던베이글뮤지엄 제주점,6,런던베이글뮤지엄 제주점,71,제주특별자치도 제주시 구좌읍 동복로 85,
1660674336,런던베이글뮤지엄 제주점,6,런던베이글제주,39,제주특별자치도 제주시 구좌읍 동복로 85,
1666998566,카페루시아 본점,6,카페  루시아,61,제주특별자치도 서귀포시 안덕면 난드르로 49-17,
1666998566,카페루시아 본점,6,카페 루시아,61,제주특별자치도 서귀포시 안덕면 난드르로 49-17,
1666998566,카페루시아 본점,6,카페루시아,61,제주특별자치도 서귀포시 안덕면 난드르로 49-17,
1666998566,카페루시아 본점,6,카페 루시아 본점,54,제주특별자치도 서귀포시 안덕면 난드르로 49-17,
1666998566,카페루시아 본점,6,카페루시아 (Cafe Lucia),11,제주특별자치도 서귀포시 안덕면 난드르로 49-17,
1666998566,카페루시아 본점,6,Cafe Lucia,9,제주특별자치도 서귀포시 안덕면 난드르로 49-17,
26867476,델문도,6,델문도,80,제주특별자치도 제주시 조천읍 조함해안로 519-10,
26867476,델문도,6,델문도 (카페델문도함덕),79,제주특별자치도 제주시 조천읍 조함해안로 519-10,
26867476,델문도,6,카페델문도,43,제주특별자치도 제주시 조천읍 조함해안로 519-10,
26867476,델문도,6,델문도카페,35,제주특별자치도 제주시 조천읍 조함해안로 519-10,
26867476,델문도,6,함덕델문도,25,제주특별자치도 제주시 조천읍 조함해안로 519-10,
26867476,델문도,6,카페 델문도,23,제주특별자치도 제주시 조천읍 조함해안로 519-10,
1370711409,레미콘,5,레미콘,79,제주특별자치도 제주시 거로남8길 21-32,
1370711409,레미콘,5,카페 레미콘,37,제주특별자치도 제주시 거로남8길 21-32,
1370711409,레미콘,5,레미콘 카페,35,제주특별자치도 제주시 거로남8길 21-32,
1370711409,레미콘,5,레미콘카페,35,제주특별자치도 제주시 거로남8길 21-32,
1370711409,레미콘,5,레미콘베이커리,5,제주특별자치도 제주시 거로남8길 21-32,
1525547515,노을리카페,5,노을리,77,제주특별자치도 제주시 애월읍 애월해안로 654,
1525547515,노을리카페,5,노을리 카페,71,제주특별자치도 제주시 애월읍 애월해안로 654,
1525547515,노을리카페,5,노을리카페,71,제주특별자치도 제주시 애월읍 애월해안로 654,
1525547515,노을리카페,5,노을리카페 노을,7,제주특별자치도 제주시 애월읍 애월해안로 654,
1525547515,노을리카페,5,Noeully Cafe,1,제주특별자치도 제주시 애월읍 애월해안로 654,
178682435,델문도 김녕점,5,델문도김녕점,73,제주특별자치도 제주시 구좌읍 해맞이해안로 140,
178682435,델문도 김녕점,5,델문도 김녕점,71,제주특별자치도 제주시 구좌읍 해맞이해안로 140,
178682435,델문도 김녕점,5,델문도 김녕,65,제주특별자치도 제주시 구좌읍 해맞이해안로 140,
178682435,델문도 김녕점,5,카페델문도 김녕점,57,제주특별자치도 제주시 구좌읍 해맞이해안로 140,
178682435,델문도 김녕점,5,델문도김녕카페,7,제주특별자치도 제주시 구좌읍 해맞이해안로 140,
1136918650,카멜커피 제주점,4,카멜커피 제주점,96,제주특별자치도 제주시 구좌읍 해맞이해안로 617-3,
1136918650,카멜커피 제주점,4,카멜 커피,93,제주특별자치도 제주시 구좌읍 해맞이해안로 617-3,
1136918650,카멜커피 제주점,4,카멜커피,93,제주특별자치도 제주시 구좌읍 해맞이해안로 617-3,
1136918650,카멜커피 제주점,4,제주카멜커피,53,제주특별자치도 제주시 구좌읍 해맞이해안로 617-3,
2070757323,"오른(orrrn,오알엔)",4,오른,69,제주특별자치도 서귀포시 성산읍 해맞이해안로 2714,
2070757323,"오른(orrrn,오알엔)",4,카페 오른,37,제주특별자치도 서귀포시 성산읍 해맞이해안로 2714,
2070757323,"오른(orrrn,오알엔)",4,카페오른,37,제주특별자치도 서귀포시 성산읍 해맞이해안로 2714,
2070757323,"오른(orrrn,오알엔)",4,Cafe Orrrn (카페오른),1,제주특별자치도 서귀포시 성산읍 해맞이해안로 2714,
587249375,아베베베이커리 제주,4,아베베 베이커리,93,제주특별자치도 제주시 동문로6길 4,
587249375,아베베베이커리 제주,4,아베베베이커리,93,제주특별자치도 제주시 동문로6길 4,
587249375,아베베베이커리 제주,4,아베베,92,제주특별자치도 제주시 동문로6길 4,
587249375,아베베베이커리 제주,4,제주시 베이커리 맛집,8,제주특별자치도 제주시 동문로6길 4,
675287243,스타벅스 더제주송당파크R점,4,스타벅스 더제주송당파크R점,86,제주특별자치도 제주시 구좌읍 비자림로 1189,
675287243,스타벅스 더제주송당파크R점,4,스타벅스 더제주송당파크R점 (Starbucks The Jeju Songdang Park),63,제주특별자치도 제주시 구좌읍 비자림로 1189,
675287243,스타벅스 더제주송당파크R점,4,스타벅스 송당,57,제주특별자치도 제주시 구좌읍 비자림로 1189,
675287243,스타벅스 더제주송당파크R점,4,스타벅스 송당파크R점,24,제주특별자치도 제주시 구좌읍 비자림로 1189,
923804248,카페 모알보알,4,모알보알제주점,65,제주특별자치도 제주시 구좌읍 구좌해안로 141,
923804248,카페 모알보알,4,모알보알,57,제주특별자치도 제주시 구좌읍 구좌해안로 141,
923804248,카페 모알보알,4,카페 모알보알 제주점,50,제주특별자치도 제주시 구좌읍 구좌해안로 141,
923804248,카페 모알보알,4,카페모알보알,29,제주특별자치도 제주시 구좌읍 구좌해안로 141,
1053401181,탐앤탐스 블랙 김녕아쿠아점,3,탐앤탐스 김녕아쿠아점,65,제주특별자치도 제주시 구좌읍 일주동로 1921,
1053401181,탐앤탐스 블랙 김녕아쿠아점,3,탐앤탐스김녕아쿠아점,64,제주특별자치도 제주시 구좌읍 일주동로 1921,
1053401181,탐앤탐스 블랙 김녕아쿠아점,3,탐앤탐스 김녕점,27,제주특별자치도 제주시 구좌읍 일주동로 1921,
1075278063,글로시말차,3,글로시 말차,95,제주특별자치도 제주시 조천읍 조함해안로 112,
1075278063,글로시말차,3,글로시말차,95,제주특별자치도 제주시 조천읍 조함해안로 112,
1075278063,글로시말차,3,말차카페,58,제주특별자치도 제주시 조천읍 조함해안로 112,
